Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","52.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","52.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","73.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","75.25","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","134","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","132","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","10.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","9.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","9.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","29","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","29","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","3.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","3.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","1.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","1.6","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","1293","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1244","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","80.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","76.72","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","99.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","95.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","230","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","201","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","14.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","13.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","15.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","13.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","640","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","656","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","43.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","45.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","43.19","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","44.22","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","486","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","506","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","33.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","35.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","31.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","32.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","527","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","570","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","30.07","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","32.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","40.69","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","43.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","298","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","267","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","26.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","23.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","19.33","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","16.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","422","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","431","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","26.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","27.44","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","30.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","30.79","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","1106","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1106","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","64.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","64.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","80.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","80.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","275","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","274","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","18.33","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.2","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","18.86","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","103","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","101","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","6.49","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","6.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","6.72","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","6.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","536","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","517","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","38.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","36.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","38.84","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","37.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","1339","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1277","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","75.36","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","73.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","107.23","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","101.66","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","1110","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1117","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","64.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","64.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","88.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","88.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","858","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","822","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","64.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","61.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","60.64","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","57.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","388","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","366","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","40.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","37.59","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","21.91","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","20.86","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","207","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","199","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","19.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","9.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","9.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","554","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","562","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","31.79","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","33.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","38.59","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","38.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","1097","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1057","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","64.36","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","62.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","82.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","78.55","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","129","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","124","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","15.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","14.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","6.34","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","6.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","848","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","843","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","63.84","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","62.51","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","58.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","58.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","591","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","595","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","41.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","42.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","37","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","37.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","284","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","285","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","21.78","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","21.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","18.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.84","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","132","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","141","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","11.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","11.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","8.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","8.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","166","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","146","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","9.19","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","8.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","12.79","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","484","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","537","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","35.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","37.99","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","28.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","32.71","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","168","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","169","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","11.08","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.94","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","11.38","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","684","Fat supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2018","2018","kcal/capita/day","327","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","326","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2018","2018","g/capita/day","21.57","Fc","Calculated data"
